"","Democrat","Republican","Other","Undecided","poll_slug","survey_house","start_date","end_date","question_text","sample_subpopulation","observations","margin_of_error","mode","partisanship","partisan_affiliation","pollWeights","DemocratWeighted","RepublicanWeighted","OtherWeighted","UndecidedWeighted","Dem_pdf","Rep_pdf","Other_pdf","Undec_pdf"
"69",49,37,2,12,"kaiser-ff-28799","Kaiser FF",2018-07-17,2018-07-22,"If November’s (the 2018) election for Congress were held today, which party’s candidate are you more likely to vote for in your district?","Registered Voters",927,4,"Live Phone","Nonpartisan","None",0.00205017737241129,0.100458691248153,0.0758565627792178,0.00410035474482258,0.0246021284689355,0.0354456008166975,0.119104532870854,0.239705761033158,0.0422431360860709
"70",45,37,2,16,"yougov-economist-28741","YouGov/Economist",2018-07-15,2018-07-17,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1272,3,"Internet","Nonpartisan","None",0.00281318836861614,0.126593476587726,0.104087969638797,0.00562637673723228,0.0450110138978583,0.0959077078241896,0.119104532870854,0.239705761033158,0.0619573226944106
"71",44,35,5,17,"ipsos-reuters-28744","Ipsos/Reuters",2018-07-13,2018-07-17,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",2357,NA,"Internet","Nonpartisan","None",0.00521280266102849,0.229363317085254,0.182448093135997,0.0260640133051425,0.0886176452374844,0.103507238860747,0.0997487558772493,0.0415753310796389,0.0638970270233131
"72",45,37,NA,18,"politico-morning-consult-28740","Politico/Morning Consult",2018-07-13,2018-07-14,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1999,2,"Internet","Nonpartisan","None",0.00442104052583622,0.19894682366263,0.16357849945594,NA,0.0795787294650519,0.0959077078241896,0.119104532870854,NA,0.0642081586985134
"73",48,40,4,7,"fox-28731","FOX",2018-07-09,2018-07-11,"If the election for Congress were held today, would you vote for the Democratic candidate in your district or the Republican candidate in your district? [IF UNDECIDED: Well, if you had to vote, which way would you lean?]","Registered Voters",1007,3,"Live Phone","Nonpartisan","None",0.00222710745848778,0.106901158007413,0.0890842983395111,0.00890842983395111,0.0155897522094144,0.0504206549497192,0.079640764212556,0.107136003685952,0.0145905115513832
"74",42,38,2,18,"yougov-economist-28729","YouGov/Economist",2018-07-08,2018-07-10,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1246,2.9,"Internet","Nonpartisan","None",0.00275568609064128,0.115738815806934,0.104716071444369,0.00551137218128257,0.0496023496315431,0.0980073059255385,0.11386070705276,0.239705761033158,0.0642081586985134
"75",42,37,NA,21,"politico-morning-consult-28739","Politico/Morning Consult",2018-07-06,2018-07-10,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1999,2,"Internet","Nonpartisan","None",0.00442104052583622,0.185683702085121,0.16357849945594,NA,0.0928418510425605,0.0980073059255385,0.119104532870854,NA,0.0557504317775894
"76",47,34,5,14,"ipsos-reuters-28738","Ipsos/Reuters",2018-07-06,2018-07-10,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1295,NA,"Internet","Nonpartisan","None",0.00286405576836313,0.134610621113067,0.0973778961243465,0.0143202788418157,0.0400967807570838,0.0669379474328437,0.0798605453072715,0.0415753310796389,0.053886662754604
"77",42,38,1,18,"yougov-economist-28716","YouGov/Economist",2018-07-01,2018-07-03,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1263,2.9,"Internet","Nonpartisan","None",0.00279328373393254,0.117317916825167,0.106144781889436,0.00279328373393254,0.0502791072107857,0.0980073059255385,0.11386070705276,0.208123813499253,0.0642081586985134
"78",44,34,5,17,"ipsos-reuters-28721","Ipsos/Reuters",2018-06-28,2018-07-02,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",2252,NA,"Internet","Nonpartisan","None",0.00498058192305311,0.219145604614337,0.169339785383806,0.0249029096152655,0.0846698926919028,0.103507238860747,0.0798605453072715,0.0415753310796389,0.0638970270233131
"79",47,37,NA,17,"washington-post-schar-school-28715","Washington Post/Schar School",2018-06-27,2018-07-02,NA,"Registered Voters",1302,5,"Live Phone/Online","Nonpartisan","None",0.00287953715089482,0.135338246092057,0.106542874583108,NA,0.048952131565212,0.0669379474328437,0.119104532870854,NA,0.0638970270233131
"80",43,40,NA,17,"nbc-surveymonkey-28720","NBC/SurveyMonkey",2018-06-27,2018-07-01,"If the 2018 November elections for U.S. Congress were being held today, in your district, would you vote for the:","Adults",2652,2.5,"Internet","Nonpartisan","None",0.00586523235343554,0.252204991197728,0.234609294137422,NA,0.0997089500084042,0.104257115122093,0.079640764212556,NA,0.0638970270233131
"81",50,41,1,8,"quinnipiac-28707","Quinnipiac",2018-06-27,2018-07-01,"If the election for the U.S. House of Representatives were being held today, would you vote for the Democratic candidate or the Republican candidate in your congressional district? (If undecided) As of today, do you lean more toward the Democratic candidate or more toward the Republican candidate?","Registered Voters",905,3.9,"Live Phone","Nonpartisan","None",0.00200152159874026,0.100076079937013,0.0820623855483506,0.00200152159874026,0.0160121727899221,0.0232559438163395,0.0582708529120112,0.208123813499253,0.0190092304712753
"82",43,35,NA,22,"politico-morning-consult-28722","Politico/Morning Consult",2018-06-28,2018-06-29,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1990,2,"Internet","Nonpartisan","None",0.00440113589115261,0.189248843319562,0.154039756190341,NA,0.0968249896053574,0.104257115122093,0.0997487558772493,NA,0.0504944932066377
"83",43,38,1,18,"yougov-economist-28697","YouGov/Economist",2018-06-24,2018-06-26,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1278,2.9,"Internet","Nonpartisan","None",0.00282645812507188,0.121537699378091,0.107405408752731,0.00282645812507188,0.0508762462512938,0.104257115122093,0.11386070705276,0.208123813499253,0.0642081586985134
"84",41,38,4,17,"ipsos-reuters-28699","Ipsos/Reuters",2018-06-22,2018-06-26,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1199,NA,"Internet","Nonpartisan","None",0.00265173966507135,0.108721326267925,0.100766107272711,0.0106069586602854,0.0450795743062129,0.0859862416495295,0.11386070705276,0.107136003685952,0.0638970270233131
"85",45,36,4,15,"harris-harvard-28737","Harris/Harvard",2018-06-24,2018-06-25,"If the 2018 midterms were held today, would you vote for the Democratic or Republican candidate in your district?","Registered Voters",1448,NA,"Internet","Nonpartisan","None",0.00320243455798441,0.144109555109299,0.115287644087439,0.0128097382319376,0.0480365183697662,0.0959077078241896,0.113965349638379,0.107136003685952,0.0585364240483771
"86",44,37,NA,19,"politico-morning-consult-28703","Politico/Morning Consult",2018-06-22,2018-06-24,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1989,2,"Internet","Nonpartisan","None",0.00439892426507666,0.193552667663373,0.162760197807836,NA,0.0835795610364564,0.103507238860747,0.119104532870854,NA,0.0628667970386777
"87",44,37,1,17,"yougov-economist-28682","YouGov/Economist",2018-06-17,2018-06-19,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1272,2.9,"Internet","Nonpartisan","None",0.00281318836861614,0.12378028821911,0.104087969638797,0.00281318836861614,0.0478242022664744,0.103507238860747,0.119104532870854,0.208123813499253,0.0638970270233131
"88",42,36,4,18,"ipsos-reuters-28688","Ipsos/Reuters",2018-06-15,2018-06-19,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1604,NA,"Internet","Nonpartisan","None",0.00354744822583356,0.14899282548501,0.127708136130008,0.0141897929033342,0.0638540680650041,0.0980073059255385,0.113965349638379,0.107136003685952,0.0642081586985134
"89",45,39,NA,16,"suffolk-usa-today-28693","Suffolk/USA Today",2018-06-13,2018-06-18,"If November’s election for Congress were held today, which party’s candidate are you more likely to vote for in your congressional district – (ROTATE) Democrat or Republican?","Registered Voters",1000,3,"Live Phone","Nonpartisan","None",0.00221162607595609,0.0995231734180239,0.0862534169622874,NA,0.0353860172152974,0.0959077078241896,0.0995656620560544,NA,0.0619573226944106
"90",50,42,2,7,"cnn-28687","CNN",2018-06-14,2018-06-17,"If the elections for Congress were being held today, which party's candidate would you vote for in your Congressional district?","Registered Voters",901,3.9,"Live Phone","Nonpartisan","None",0.00199267509443643,0.0996337547218217,0.0836923539663302,0.00398535018887287,0.013948725661055,0.0232559438163395,0.0389993576926682,0.239705761033158,0.0145905115513832
"91",48,43,NA,9,"gallup-28694","Gallup",2018-06-11,2018-06-17,"If the elections for Congress were being held today, which party's candidate would you vote for in your Congressional district -- [ROTATED: the Democratic Party's candidate or the Republican Party's candidate]?","Registered Voters",1346,3,"Live Phone","Nonpartisan","None",0.00297684869823689,0.142888737515371,0.128004494024186,NA,0.026791638284132,0.0504206549497192,0.0238755649723104,NA,0.0241312660731367
"92",48,41,3,8,"monmouth-university-28683","Monmouth University",2018-06-12,2018-06-13,"If the election for U.S. Congress was held today, would you vote for the Republican or the Democratic candidate in your district?","Registered Voters",711,3.7,"Live Phone","Nonpartisan","None",0.00157246614000478,0.0754783747202293,0.0644711117401959,0.00471739842001433,0.0125797291200382,0.0504206549497192,0.0582708529120112,0.192109877215763,0.0190092304712753
"93",43,37,2,18,"yougov-economist-28668","YouGov/Economist",2018-06-10,2018-06-12,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1308,2.8,"Internet","Nonpartisan","None",0.00289280690735056,0.124390697016074,0.107033855571971,0.00578561381470112,0.0520705243323101,0.104257115122093,0.119104532870854,0.239705761033158,0.0642081586985134
"94",45,35,4,16,"ipsos-reuters-28669","Ipsos/Reuters",2018-06-08,2018-06-12,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1265,NA,"Internet","Nonpartisan","None",0.00279770698608445,0.1258968143738,0.0979197445129557,0.0111908279443378,0.0447633117773512,0.0959077078241896,0.0997487558772493,0.107136003685952,0.0619573226944106
"95",48,43,NA,8,"pew-28686","Pew",2018-06-05,2018-06-12,"If the elections for U.S. Congress were being held TODAY, would you vote for [RANDOMIZE: “the Republican Party’s candidate” OR “the Democratic Party’s candidate”] for Congress in your district?","Registered Voters",1608,2.9,"Live Phone","Nonpartisan","None",0.00355629473013739,0.170702147046595,0.152920673395908,NA,0.0284503578410991,0.0504206549497192,0.0238755649723104,NA,0.0190092304712753
"96",46,40,NA,14,"ppp-d--28670","PPP (D)",2018-06-08,2018-06-10,"Generally speaking if there was an election for Congress today, would you vote for the Democratic or Republican candidate from your district?","Likely Voters",679,3.8,"IVR/Online","Pollster","Dem",0.00150169410557418,0.0690779288564124,0.0600677642229673,NA,0.0210237174780386,0.0829380972061917,0.079640764212556,NA,0.053886662754604
"97",48,39,3,11,"fox-28660","FOX",2018-06-03,2018-06-06,"If the election for Congress were held today, would you vote for the Democratic candidate in your district or the Republican candidate in your district? [IF UNDECIDED: Well, if you had to vote, which way would you lean?]","Registered Voters",1001,3,"Live Phone","Nonpartisan","None",0.00221383770203204,0.106264209697538,0.0863396703792496,0.00664151310609613,0.0243522147223525,0.0504206549497192,0.0995656620560544,0.192109877215763,0.0359729385887788
"98",44,38,2,16,"yougov-economist-28654","YouGov/Economist",2018-06-03,2018-06-05,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1292,2.9,"Internet","Nonpartisan","None",0.00285742089013526,0.125726519165952,0.10858199382514,0.00571484178027053,0.0457187342421642,0.103507238860747,0.11386070705276,0.239705761033158,0.0619573226944106
"99",43,32,5,19,"ipsos-reuters-28665","Ipsos/Reuters",2018-06-01,2018-06-05,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1265,NA,"Internet","Nonpartisan","None",0.00279770698608445,0.120301400401631,0.0895266235547024,0.0139885349304222,0.0531564327356045,0.104257115122093,0.039178897317227,0.0415753310796389,0.0628667970386777
"100",44,37,NA,20,"politico-morning-consult-28657","Politico/Morning Consult",2018-05-31,2018-06-04,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1990,2,"Internet","Nonpartisan","None",0.00440113589115261,0.193649979210715,0.162842027972647,NA,0.0880227178230522,0.103507238860747,0.119104532870854,NA,0.0599755179826151
"101",49,42,NA,9,"gwu-yougov-28671","GWU/YouGov",2018-05-14,2018-05-30,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live? [If “other,” “not sure,” or “would not vote”: If you had to choose, would you lean more toward the Republican Party candidate or the Democratic Party candidate?]","Registered Voters",3150,2,"Internet","Nonpartisan","None",0.00696662213926167,0.341364484823822,0.29259812984899,NA,0.062699599253355,0.0354456008166975,0.0389993576926682,NA,0.0241312660731367
"102",42,39,2,17,"yougov-economist-28644","YouGov/Economist",2018-05-27,2018-05-29,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1279,2.9,"Internet","Nonpartisan","None",0.00282866975114783,0.118804129548209,0.110318120294766,0.00565733950229567,0.0480873857695132,0.0980073059255385,0.0995656620560544,0.239705761033158,0.0638970270233131
"103",39,37,5,19,"ipsos-reuters-28646","Ipsos/Reuters",2018-05-25,2018-05-29,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1080,NA,"Internet","Nonpartisan","None",0.00238855616203257,0.0931536903192703,0.0883765779952052,0.0119427808101629,0.0453825670786189,0.0538050825212023,0.119104532870854,0.0415753310796389,0.0628667970386777
"104",42,37,NA,22,"politico-morning-consult-28645","Politico/Morning Consult",2018-05-23,2018-05-29,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1995,2,"Internet","Nonpartisan","None",0.00441219402153239,0.18531214890436,0.163251178796698,NA,0.0970682684737126,0.0980073059255385,0.119104532870854,NA,0.0504944932066377
"105",44,37,4,15,"harris-harvard-28655","Harris/Harvard",2018-05-21,2018-05-22,"If the 2018 midterms were held today, would you vote for the Democratic or Republican candidate in your district?","Registered Voters",1347,NA,"Internet","Nonpartisan","None",0.00297906032431285,0.131078654269765,0.110225231999575,0.0119162412972514,0.0446859048646927,0.103507238860747,0.119104532870854,0.107136003685952,0.0585364240483771
"106",43,38,2,18,"yougov-economist-28636","YouGov/Economist",2018-05-20,2018-05-22,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1263,2.9,"Internet","Nonpartisan","None",0.00279328373393254,0.120111200559099,0.106144781889436,0.00558656746786507,0.0502791072107857,0.104257115122093,0.11386070705276,0.239705761033158,0.0642081586985134
"107",40,37,4,19,"ipsos-reuters-28637","Ipsos/Reuters",2018-05-18,2018-05-22,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1080,NA,"Internet","Nonpartisan","None",0.00238855616203257,0.0955422464813029,0.0883765779952052,0.00955422464813029,0.0453825670786189,0.0704072287057159,0.119104532870854,0.107136003685952,0.0628667970386777
"108",42,36,NA,22,"politico-morning-consult-28642","Politico/Morning Consult",2018-05-17,2018-05-19,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1990,2,"Internet","Nonpartisan","None",0.00440113589115261,0.18484770742841,0.158440892081494,NA,0.0968249896053574,0.0980073059255385,0.113965349638379,NA,0.0504944932066377
"109",42,37,2,20,"yougov-economist-28627","YouGov/Economist",2018-05-13,2018-05-15,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1231,2.9,"Internet","Nonpartisan","None",0.00272251169950194,0.114345491379082,0.100732932881572,0.00544502339900388,0.0544502339900388,0.0980073059255385,0.119104532870854,0.239705761033158,0.0599755179826151
"110",38,37,6,19,"ipsos-reuters-28628","Ipsos/Reuters",2018-05-11,2018-05-15,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1290,NA,"Internet","Nonpartisan","None",0.00285299763798335,0.108413910243367,0.105560912605384,0.0171179858279001,0.0542069551216837,0.0383748880101504,0.119104532870854,0.0112266585917709,0.0628667970386777
"111",43,38,NA,19,"politico-morning-consult-28630","Politico/Morning Consult",2018-05-10,2018-05-14,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1998,2,"Internet","Nonpartisan","None",0.00441882889976026,0.190009642689691,0.16791549819089,NA,0.0839577490954449,0.104257115122093,0.11386070705276,NA,0.0628667970386777
"112",44,35,2,19,"yougov-economist-28612","YouGov/Economist",2018-05-06,2018-05-08,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1232,3,"Internet","Nonpartisan","None",0.0027247233255779,0.119887826325428,0.0953653163952264,0.0054494466511558,0.0517697431859801,0.103507238860747,0.0997487558772493,0.239705761033158,0.0628667970386777
"113",39,38,5,19,"ipsos-reuters-28618","Ipsos/Reuters",2018-05-04,2018-05-08,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1171,NA,"Internet","Nonpartisan","None",0.00258981413494458,0.101002751262838,0.0984129371278939,0.0129490706747229,0.049206468563947,0.0538050825212023,0.11386070705276,0.0415753310796389,0.0628667970386777
"114",42,35,NA,23,"politico-morning-consult-28620","Politico/Morning Consult",2018-05-03,2018-05-07,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1992,2,"Internet","Nonpartisan","None",0.00440555914330452,0.18503348401879,0.154194570015658,NA,0.101327860296004,0.0980073059255385,0.0997487558772493,NA,0.0445616593953615
"115",47,44,4,4,"cnn-28613","CNN",2018-05-02,2018-05-05,"If the elections for Congress were being held today, which party's candidate would you vote for in your Congressional district?","Registered Voters",901,3.8,"Live Phone","Nonpartisan","None",0.00199267509443643,0.0936557294385124,0.0876777041552031,0.00797070037774573,0.00797070037774573,0.0669379474328437,0.0133702640199214,0.107136003685952,0.00564569996637618
"116",42,39,1,17,"yougov-economist-28598","YouGov/Economist",2018-04-29,2018-05-01,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1273,2.9,"Internet","Nonpartisan","None",0.0028153999946921,0.118246799777068,0.109800599792992,0.0028153999946921,0.0478617999097657,0.0980073059255385,0.0995656620560544,0.208123813499253,0.0638970270233131
"117",43,37,4,15,"ipsos-reuters-28605","Ipsos/Reuters",2018-04-27,2018-05-01,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1337,NA,"Internet","Nonpartisan","None",0.00295694406355329,0.127148594732791,0.109406930351472,0.0118277762542131,0.0443541609532993,0.104257115122093,0.119104532870854,0.107136003685952,0.0585364240483771
"118",43,34,NA,23,"politico-morning-consult-28602","Politico/Morning Consult",2018-04-26,2018-05-01,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1991,2,"Internet","Nonpartisan","None",0.00440334751722857,0.189343943240828,0.149713815585771,NA,0.101276992896257,0.104257115122093,0.0798605453072715,NA,0.0445616593953615
"119",48,43,NA,9,"pew-28601","Pew",2018-04-25,2018-05-01,"If the elections for U.S. Congress were being held TODAY, would you vote for [RANDOMIZE: “the Republican Party’s candidate” OR “the Democratic Party’s candidate”] for Congress in your district?","Registered Voters",1221,NA,"Live Phone","Nonpartisan","None",0.00270039543874238,0.129618981059634,0.116117003865922,NA,0.0243035589486814,0.0504206549497192,0.0238755649723104,NA,0.0241312660731367
"120",49,41,2,8,"monmouth-university-28600","Monmouth University",2018-04-26,2018-04-30,"If the election for U.S. Congress was held today, would you vote for the Republican or the Democratic candidate in your district?","Registered Voters",681,3.8,"Live Phone","Nonpartisan","None",0.00150611735772609,0.0737997505285786,0.0617508116667699,0.00301223471545219,0.0120489388618088,0.0354456008166975,0.0582708529120112,0.239705761033158,0.0190092304712753
"121",46,38,2,14,"kaiser-ff-28708","Kaiser FF",2018-04-20,2018-04-30,"If November’s (the 2018) election for Congress were held today, which party’s candidate are you more likely to vote for in your district?","Registered Voters",1655,3,"Live Phone","Nonpartisan","None",0.00366024115570732,0.168371093162537,0.139089163916878,0.00732048231141464,0.0512433761799025,0.0829380972061917,0.11386070705276,0.239705761033158,0.053886662754604
"122",43,34,5,17,"harris-harvard-28626","Harris/Harvard",2018-04-22,2018-04-24,"If the 2018 midterms were held today, would you vote for the Democratic or Republican candidate in your district?","Registered Voters",1549,NA,"Internet","Nonpartisan","None",0.00342580879165598,0.147309778041207,0.116477498916303,0.0171290439582799,0.0582387494581516,0.104257115122093,0.0798605453072715,0.0415753310796389,0.0638970270233131
"123",43,38,2,18,"yougov-economist-28585","YouGov/Economist",2018-04-22,2018-04-24,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1270,2.9,"Internet","Nonpartisan","None",0.00280876511646423,0.120776900007962,0.106733074425641,0.00561753023292846,0.0505577720963561,0.104257115122093,0.11386070705276,0.239705761033158,0.0642081586985134
"124",45,34,4,18,"ipsos-reuters-28589","Ipsos/Reuters",2018-04-20,2018-04-24,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1248,NA,"Internet","Nonpartisan","None",0.0027601093427932,0.124204920425694,0.0938437176549686,0.0110404373711728,0.0496819681702775,0.0959077078241896,0.0798605453072715,0.107136003685952,0.0642081586985134
"125",44,35,NA,21,"politico-morning-consult-28587","Politico/Morning Consult",2018-04-19,2018-04-23,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1993,2,"Internet","Nonpartisan","None",0.00440777076938048,0.193941913852741,0.154271976928317,NA,0.0925631861569901,0.103507238860747,0.0997487558772493,NA,0.0557504317775894
"126",43,38,2,17,"yougov-economist-28574","YouGov/Economist",2018-04-15,2018-04-17,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1274,2.9,"Internet","Nonpartisan","None",0.00281761162076805,0.121157299693026,0.107069241589186,0.00563522324153611,0.0478993975530569,0.104257115122093,0.11386070705276,0.239705761033158,0.0638970270233131
"127",44,34,4,17,"ipsos-reuters-28575","Ipsos/Reuters",2018-04-13,2018-04-17,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1238,NA,"Internet","Nonpartisan","None",0.00273799308203363,0.12047169560948,0.0930917647891436,0.0109519723281345,0.0465458823945718,0.103507238860747,0.0798605453072715,0.107136003685952,0.0638970270233131
"128",44,39,8,9,"npr-pbs-newshour-marist-28577","NPR/PBS NewsHour/Marist",2018-04-10,2018-04-13,"If the 2018 election for Congress were held today, which party's candidate are you more likely to vote for in your district:","Registered Voters",827,3.9,"Live Phone","Nonpartisan","None",0.00182901476481568,0.0804766496518901,0.0713315758278116,0.0146321181185255,0.0164611328833411,0.103507238860747,0.0995656620560544,0.000275818689934629,0.0241312660731367
"129",47,43,1,8,"abc-post-28571","ABC/Post",2018-04-08,2018-04-11,"If the election for the U.S. House of Representatives were being held today, would you vote for (the Democratic candidate) or (the Republican candidate) in your congressional district? Would you lean toward the (Democratic candidate) or toward the (Republican candidate)?","Registered Voters",865,4,"Live Phone","Nonpartisan","None",0.00191305655570201,0.0899136581179947,0.0822614318951866,0.00191305655570201,0.0153044524456161,0.0669379474328437,0.0238755649723104,0.208123813499253,0.0190092304712753
"130",44,36,2,18,"yougov-economist-28561","YouGov/Economist",2018-04-08,2018-04-10,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1292,2.9,"Internet","Nonpartisan","None",0.00285742089013526,0.125726519165952,0.102867152044869,0.00571484178027053,0.0514335760224347,0.103507238860747,0.113965349638379,0.239705761033158,0.0642081586985134
"131",38,30,5,28,"ipsos-reuters-28564","Ipsos/Reuters",2018-04-06,2018-04-10,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1219,NA,"Internet","Nonpartisan","None",0.00269597218659047,0.102446943090438,0.0808791655977141,0.0134798609329523,0.0754872212245331,0.0383748880101504,0.0134565162225679,0.0415753310796389,0.0161573956556281
"132",42,36,NA,22,"politico-morning-consult-28566","Politico/Morning Consult",2018-04-05,2018-04-07,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1994,2,"Internet","Nonpartisan","None",0.00440998239545644,0.18521926060917,0.158759366236432,NA,0.0970196127000416,0.0980073059255385,0.113965349638379,NA,0.0504944932066377
"133",43,36,2,19,"yougov-economist-28550","YouGov/Economist",2018-04-01,2018-04-03,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1246,2.9,"Internet","Nonpartisan","None",0.00275568609064128,0.118494501897575,0.0992046992630862,0.00551137218128257,0.0523580357221844,0.104257115122093,0.113965349638379,0.239705761033158,0.0628667970386777
"134",43,34,5,18,"ipsos-reuters-28553","Ipsos/Reuters",2018-03-30,2018-04-03,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1519,NA,"Internet","Nonpartisan","None",0.00335946000937729,0.144456780403224,0.114221640318828,0.0167973000468865,0.0604702801687913,0.104257115122093,0.0798605453072715,0.0415753310796389,0.0642081586985134
"135",41,37,NA,21,"politico-morning-consult-28552","Politico/Morning Consult",2018-03-29,2018-04-01,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1997,2,"Internet","Nonpartisan","None",0.0044166172736843,0.181081308221056,0.163414839126319,NA,0.0927489627473704,0.0859862416495295,0.119104532870854,NA,0.0557504317775894
"136",41,37,NA,22,"politico-morning-consult-28540","Politico/Morning Consult",2018-03-26,2018-03-27,"If the election for U.S. Congress in your district was held today, which one of the following candidates are you most likely to vote for?","Registered Voters",1997,2,"Internet","Nonpartisan","None",0.0044166172736843,0.181081308221056,0.163414839126319,NA,0.0971655800210547,0.0859862416495295,0.119104532870854,NA,0.0504944932066377
"137",42,35,3,20,"yougov-economist-28539","YouGov/Economist",2018-03-25,2018-03-27,"If an election for U.S. Congress were being held today, who would you vote for in the district where you live?","Registered Voters",1330,2.8,"Internet","Nonpartisan","None",0.00294146268102159,0.123541432602907,0.102951193835756,0.00882438804306478,0.0588292536204319,0.0980073059255385,0.0997487558772493,0.192109877215763,0.0599755179826151
"138",42,35,4,18,"ipsos-reuters-28542","Ipsos/Reuters",2018-03-23,2018-03-27,"Thinking about the elections in 2018, if the election for U.S. Congress were held today, would you vote for the Democratic candidate or the Republican candidate in your district where you live?","Registered Voters",1337,NA,"Internet","Nonpartisan","None",0.00295694406355329,0.124191650669238,0.103493042224365,0.0118277762542131,0.0532249931439592,0.0980073059255385,0.0997487558772493,0.107136003685952,0.0642081586985134
"139",50,39,NA,11,"ppp-d--28532","PPP (D)",2018-03-23,2018-03-25,"Generally speaking if there was an election for Congress today, would you vote for the Democratic or Republican candidate from your district?","Likely Voters",846,3.4,"IVR/Online","Pollster","Dem",0.00187103566025885,0.0935517830129424,0.0729703907500951,NA,0.0205813922628473,0.0232559438163395,0.0995656620560544,NA,0.0359729385887788
